payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P019,C003227,T060624,I00220,S00618,7,ct,14,98
P027,C004847,T04136,I00224,S0093,6,oz,11,66
P038,C003619,T061642,I00149,S00722,3,ct,15,45
P016,C002483,T081779,I00220,S00445,7,ct,14,98
P034,C005933,T048329,I00230,S0026,7,pk,15,105
P030,C000145,T075601,I00016,S00338,7,cans,16.25,113.75
P019,C003698,T063778,I00229,S00318,7,ct,13,91
P016,C008427,T060284,I00124,S00701,2,ct,15,30
P034,C008031,T082850,I00102,S00465,9,tubs,16,144
P011,C005157,T057543,I00015,S00198,11,cans,6.75,74.25
P006,C004778,T014668,I00259,S00477,5,pack,26,130
P017,C006175,T071519,I00258,S00485,11,pk,21,231
P016,C009153,T013758,I00232,S00138,4,ct,12,48
P008,C005193,T083702,I00252,S00217,9,ct,11,99
P034,C001312,T099612,I00114,S00343,6,ct,44,264
P031,C008577,T096605,I00222,S00653,6,ct,12,72
P031,C001975,T023425,I00097,S00726,5,cartons,19,95
P024,C000891,T038793,I00108,S00139,4,oz,15,60
P030,C009043,T014644,I00074,S0080,10,bottles,20,200
P028,C008952,T091623,I00023,S00665,1,cans,6.75,6.75
P018,C006760,T063868,I00079,S0050,5,bottles,17,85
P006,C006545,T082338,I00178,S00170,11,ct,26,286
P015,C000411,T038068,I00141,S00242,8,ct,18,144
P023,C000627,T037341,I00144,S00533,7,ct,20,140
P009,C008020,T056467,I00121,S00626,4,ct,17,68
P029,C007338,T076031,I00155,S00206,2,bags,17,34
P001,C001080,T069897,I00149,S00509,6,ct,15,90
P026,C006523,T07644,I00246,S00449,6,ct,20,120
P001,C001726,T085885,I00202,S00595,4,ct.,12,48
P027,C001404,T059682,I00021,S00237,10,cans,6.75,67.5
P008,C006138,T035824,I00046,S0091,11,cans,8,88
P039,C004426,T072986,I00136,S00127,10,ct,19.5,195
P034,C007999,T027674,I00070,S00235,2,bottles,17.5,35
P008,C003861,T036355,I00134,S00315,6,ct,16,96
P027,C004352,T069690,I00079,S00626,11,bottles,17,187
P019,C008036,T077374,I00240,S00338,7,ct,14,98
P035,C001948,T096568,I00206,S00501,4,ct,15,60
P011,C001011,T053074,I00073,S00354,5,bottles,20,100
P017,C002832,T093355,I00183,S00701,1,ct,35,35
P014,C008514,T090805,I00088,S00330,2,bottles,17,34
P030,C000154,T025824,I00100,S00105,9,oz.,10,90
P029,C000073,T02257,I00132,S00396,10,ct,14,140
P038,C000497,T090781,I00109,S00655,7,oz,17,119
P011,C002531,T087112,I00129,S00408,7,pk,18,126
P007,C001874,T026330,I00156,S0003,1,bags,17,17
P016,C002960,T01990,I00202,S00626,2,ct.,12,24
P026,C007765,T071807,I00114,S00150,3,ct,44,132
P002,C001928,T043851,I00086,S00243,2,cans,18,36
P007,C000487,T067339,I00082,S00365,7,ct,15,105
P008,C006407,T074426,I00086,S00133,9,cans,18,162
P001,C008143,T081348,I00006,S00373,1,cans,16.25,16.25
P027,C003663,T074746,I00076,S00369,5,cans,6.75,33.75
P009,C002235,T037124,I00151,S00455,3,bags,17,51
P039,C008257,T031644,I00263,S0020,8,Ct,14,112
P019,C008581,T014494,I00168,S0015,8,ct,18,144
P008,C006842,T076602,I00233,S00524,8,ct,12,96
P003,C009098,T034478,I00197,S0062,7,bars,15,105
P017,C006373,T043680,I00180,S0018,4,ct,19,76
P035,C004899,T087179,I00175,S00116,6,oz,19,114
P020,C001485,T01315,I00117,S0019,10,ct,46,460
P012,C001527,T040504,I00250,S0025,2,pack,19.5,39
P030,C001432,T023414,I00216,S00513,10,ct,16.5,165
P012,C004087,T017008,I00104,S00495,11,ct,14,154
P039,C001406,T021725,I00157,S00726,9,bags,17,153
P004,C006827,T01280,I00060,S00255,9,bottles,22,198
P029,C001523,T046788,I00248,S00100,2,rolls,26,52
P025,C004184,T095094,I00131,S00370,7,ct,14,98
P017,C003844,T069338,I00215,S00318,8,ct.,14,112
P039,C001473,T028523,I00242,S0069,11,pk,12,132
P036,C003826,T039592,I00004,S00515,1,cans,6.75,6.75
P009,C003989,T083805,I00118,S00690,7,ct,42,294
P034,C000101,T038605,I00209,S0041,3,ct,13,39
P011,C001257,T041450,I00140,S0086,4,ct,29,116
P025,C005236,T077792,I00112,S00422,4,ct.,14,56
P014,C005007,T029682,I00050,S00472,1,cans,8,8
P016,C001304,T017024,I00202,S00309,9,ct.,12,108
P024,C002685,T05716,I00249,S00561,8,pack,16,128
P005,C008006,T08804,I00196,S00245,1,ct,16,16
P035,C004769,T076759,I00159,S00495,3,bags,17,51
P030,C003379,T079815,I00220,S00143,1,ct,14,14
P023,C005420,T033906,I00140,S00609,3,ct,29,87
P027,C006579,T093303,I00133,S00294,3,ct,15,45
P005,C005738,T045557,I00112,S00722,7,ct.,14,98
P007,C007660,T028848,I00241,S00431,11,ct,12,132
P016,C004351,T043672,I00194,S00235,3,bars,23,69
P026,C007677,T072336,I00110,S00719,2,oz,22.5,45
P008,C006331,T07339,I00199,S00303,1,ct,15,15
P016,C003704,T078721,I00022,S00609,6,cans,16.25,97.5
P020,C008903,T082330,I00200,S00465,8,bars,20,160
P011,C005356,T054498,I00135,S00479,8,ct.,14,112
P009,C003057,T058190,I00159,S00610,1,bags,17,17
P011,C008902,T045652,I00143,S00441,6,ct,16,96
P019,C002228,T043954,I00254,S0095,4,oz,13,52
P030,C004470,T011911,I00125,S00199,7,ct,15,105
P021,C001203,T011961,I00048,S00702,2,cans,8,16
P009,C004991,T085959,I00258,S00655,4,pk,21,84
P004,C007168,T081939,I00054,S00663,7,cans,40,280
P003,C000504,T053925,I00168,S00429,3,ct,18,54
P038,C000207,T012420,I00149,S00532,3,ct,15,45
P016,C003206,T087792,I00068,S0057,2,bottles,20,40
P012,C001657,T057597,I00009,S00481,11,cans,16.25,178.75
P031,C005777,T097559,I00179,S00555,10,ct,19,190
P021,C005776,T080342,I00234,S00541,10,ct,13,130
P004,C002752,T07945,I00078,S00695,3,bottles,17,51
P027,C003478,T039359,I00099,S00500,8,oz,6,48
P004,C007664,T094043,I00167,S00325,2,ct,14,28
P015,C004201,T057917,I00114,S0062,10,ct,44,440
P033,C003910,T030151,I00187,S00627,3,ct.,13,39
P023,C000269,T053122,I00215,S00136,2,ct.,14,28
P012,C000175,T039568,I00189,S00424,2,ct.,13,26
P024,C000044,T052979,I00169,S00565,10,ct,17,170
P007,C007671,T072441,I00153,S00182,4,bags,15,60
P039,C005530,T047768,I00247,S00444,10,oz,15,150
P019,C007044,T09744,I00264,S00208,2,Ct,15,30
P027,C003152,T031699,I00158,S00277,2,,17,34
P015,C007859,T079524,I00222,S00219,11,ct,12,132
P017,C002739,T048585,I00220,S00498,5,ct,14,70
P032,C002733,T048456,I00158,S00712,8,,17,136
P007,C001725,T021730,I00084,S00214,2,bottles,18,36
P018,C001244,T045882,I00195,S00231,8,ct,12.5,100
P001,C002702,T050811,I00004,S00212,9,cans,6.75,60.75
P014,C005323,T019321,I00008,S00339,9,cans,16.25,146.25
P006,C007805,T084442,I00099,S00620,8,oz,6,48
P026,C004006,T063528,I00210,S00175,6,ct,15,90
P038,C004039,T087495,I00218,S0070,1,ct,6,6
P021,C000759,T099710,I00185,S00107,8,ct,14,112
P034,C001527,T060257,I00080,S00448,11,bottles,22,242
P027,C005617,T079212,I00244,S0058,10,oz,18,180
P002,C002856,T089465,I00053,S00360,8,cans,40,320
P039,C007839,T095197,I00149,S00634,10,ct,15,150
P033,C004515,T044751,I00205,S00715,10,ct,16,160
P008,C008518,T015233,I00051,S00271,1,cans,23,23
P024,C005974,T067361,I00189,S00228,4,ct.,13,52
P018,C008748,T097826,I00089,S00311,8,bottles,9,72
P039,C004122,T086105,I00236,S00681,1,tins,12,12
P018,C000147,T070715,I00055,S00117,2,cans,40,80
P016,C001493,T097337,I00249,S00307,9,pack,16,144
P011,C001281,T09835,I00123,S0001,2,ct,45,90
P023,C004324,T036485,I00116,S00632,7,ct,48,336
P003,C007276,T090187,I00018,S00192,6,cans,6.75,40.5
P001,C001986,T087036,I00085,S00483,5,bottles,18,90
P007,C008354,T055743,I00252,S0039,8,ct,11,88
P031,C003746,T038899,I00075,S00709,5,cans,15.5,77.5
P038,C002782,T073743,I00174,S0015,2,oz,18,36
P024,C007751,T074421,I00044,S00113,10,cans,8,80
P005,C000987,T075184,I00071,S00129,2,bottles,17.5,35
P006,C006513,T029027,I00029,S00346,6,cans,11.5,69
P009,C001608,T061825,I00012,S00577,6,cans,16.25,97.5
P035,C008043,T091642,I00082,S00629,7,ct,15,105
P030,C004585,T086547,I00124,S00282,8,ct,15,120
P031,C002844,T09651,I00201,S00609,7,bars,23,161
P015,C002880,T064423,I00167,S00196,3,ct,14,42
P007,C008497,T057856,I00251,S00525,8,oz,13,104
P032,C002406,T060646,I00141,S0071,10,ct,18,180
P037,C005747,T09208,I00049,S00458,1,cans,8,8
P012,C008677,T041848,I00076,S00181,11,cans,6.75,74.25
P005,C003568,T097866,I00212,S00194,8,ct,12,96
P025,C004942,T016512,I00048,S00618,6,cans,8,48
P017,C007330,T017291,I00087,S00677,4,bottles,15,60
P029,C002255,T047856,I00136,S00687,3,ct,19.5,58.5
P022,C006678,T062563,I00078,S00192,1,bottles,17,17
P015,C005764,T041630,I00129,S00247,6,pk,18,108
P012,C007971,T023444,I00157,S0072,3,bags,17,51
P005,C007252,T066651,I00053,S00114,5,cans,40,200
P011,C003335,T066558,I00137,S00506,11,ct,24,264
P023,C005116,T079916,I00205,S00640,3,ct,16,48
P038,C005345,T061222,I00156,S00474,7,bags,17,119
P030,C008167,T02177,I00141,S00705,8,ct,18,144
P017,C000598,T019956,I00236,S00516,3,tins,12,36
P008,C005971,T038999,I00092,S00640,5,bottles,10,50
P037,C003962,T089345,I00237,S0083,10,ct,16,160
P020,C007770,T073391,I00148,S00173,10,ct,15,150
P014,C006849,T09099,I00065,S00180,9,bottles,20,180
P005,C001666,T039748,I00157,S00186,8,bags,17,136
P011,C003770,T081889,I00215,S00283,10,ct.,14,140
P030,C008792,T07031,I00077,S00242,4,cans,6.75,27
P025,C004503,T087613,I00257,S00661,6,ct,21,126
P023,C006304,T078772,I00044,S00297,3,cans,8,24
P022,C001602,T023315,I00011,S00422,5,cans,6.75,33.75
P026,C000129,T080094,I00097,S00386,1,cartons,19,19
P022,C006122,T06602,I00040,S00321,2,bottles,22,44
P006,C007643,T030409,I00038,S00171,7,bottles,23,161
P006,C000984,T058113,I00027,S00601,2,cans,16.25,32.5
P031,C007495,T055535,I00074,S00299,5,bottles,20,100
P013,C002619,T037914,I00142,S00454,9,ct,12.5,112.5
P008,C007587,T095438,I00112,S00566,7,ct.,14,98
P034,C005098,T058202,I00083,S00321,4,bottles,14,56
P005,C000115,T040330,I00097,S0036,11,cartons,19,209
P020,C002367,T099097,I00128,S00258,7,pk,16,112
P004,C006570,T079022,I00004,S00231,11,cans,6.75,74.25
P003,C002203,T03817,I00212,S00339,4,ct,12,48
P011,C007517,T025104,I00038,S00669,11,bottles,23,253
P013,C000567,T02200,I00088,S00298,3,bottles,17,51
P012,C006871,T017249,I00041,S00410,5,bottles,23,115
P007,C004838,T043491,I00148,S00555,5,ct,15,75
P031,C001241,T032620,I00067,S00259,4,bottles,8,32
P003,C004618,T039953,I00078,S00286,11,bottles,17,187
P028,C004481,T018754,I00201,S00304,5,bars,23,115
P008,C006628,T02852,I00261,S00697,8,ct,33,264
P019,C005826,T026211,I00017,S00569,8,cans,6.75,54
P013,C001356,T063067,I00113,S00425,4,ct,42,168
P020,C008439,T081103,I00077,S00523,10,cans,6.75,67.5
P028,C003033,T026029,I00190,S00269,10,ct,16,160
P015,C005753,T041384,I00140,S00446,5,ct,29,145
P028,C008062,T013766,I00081,S0054,10,bottles,29,290
P026,C007139,T087620,I00248,S00221,5,rolls,26,130
P013,C008102,T078052,I00003,S00723,9,cans,6.75,60.75
P018,C001041,T05139,I00128,S00694,2,pk,16,32
P036,C002140,T071794,I00259,S00388,2,pack,26,52
P035,C006260,T078022,I00089,S00394,9,bottles,9,81
P003,C008756,T048844,I00015,S00458,2,cans,6.75,13.5
P038,C002111,T01441,I00076,S00478,6,cans,6.75,40.5
P034,C006169,T034495,I00107,S00578,7,oz,20,140
P007,C007224,T022855,I00012,S00337,7,cans,16.25,113.75
P023,C004696,T078265,I00157,S00114,1,bags,17,17
P004,C000143,T027975,I00022,S00360,2,cans,16.25,32.5
P023,C005054,T013554,I00103,S00401,5,tubs,15,75
P007,C003346,T077346,I00106,S00634,6,oz,17,102
P022,C007143,T058986,I00158,S00476,5,,17,85
P001,C001372,T019079,I00097,S0040,11,cartons,19,209
P032,C005477,T089414,I00067,S00648,8,bottles,8,64
P015,C008009,T085756,I00180,S00643,1,ct,19,19
P028,C000035,T041522,I00168,S0017,3,ct,18,54
P006,C003299,T07256,I00205,S00283,9,ct,16,144
P028,C002159,T050770,I00111,S00327,2,ct,16,32
P034,C005495,T066007,I00176,S00298,8,ct,19,152
P014,C002660,T06155,I00240,S0011,9,ct,14,126
P018,C008653,T013100,I00072,S00165,9,bottles,20,180
P011,C003467,T028817,I00128,S00626,10,pk,16,160
P019,C000576,T028887,I00020,S00486,10,cans,6.75,67.5
P008,C001948,T050554,I00181,S00590,3,ct,26,78
P010,C002482,T078928,I00104,S00168,9,ct,14,126
P030,C008960,T07956,I00009,S00622,8,cans,16.25,130
P015,C003287,T091165,I00169,S00276,10,ct,17,170
P034,C007741,T052709,I00252,S00326,7,ct,11,77
P017,C002334,T077819,I00237,S00409,8,ct,16,128
P004,C003235,T091365,I00254,S00517,8,oz,13,104
P004,C006442,T050314,I00161,S00626,10,Bags,17,170
P018,C007578,T044262,I00102,S00666,8,tubs,16,128
P007,C008243,T076509,I00034,S00568,2,cans,16,32
P034,C006059,T011730,I00243,S00653,6,oz,16,96
P038,C008191,T058825,I00249,S00498,9,pack,16,144
P007,C006405,T022631,I00006,S00596,9,cans,16.25,146.25
P035,C006116,T066987,I00128,S00124,1,pk,16,16
P003,C007604,T077518,I00130,S00369,7,ct,14,98
P028,C000082,T06664,I00063,S00154,4,cans,40,160
P029,C006426,T046631,I00083,S00273,8,bottles,14,112
P026,C000080,T073461,I00138,S00539,10,ct,32,320
P033,C005777,T05682,I00240,S00669,8,ct,14,112
P039,C004792,T011350,I00052,S00448,1,cans,40,40
P008,C000453,T043251,I00149,S00653,2,ct,15,30
P005,C008495,T056800,I00137,S00170,7,ct,24,168
P017,C000783,T080295,I00250,S00504,2,pack,19.5,39
P014,C002963,T039553,I00124,S00103,5,ct,15,75
P016,C008465,T027862,I00119,S00472,4,ct,53,212
P024,C008321,T08654,I00046,S00240,8,cans,8,64
P008,C000774,T038373,I00221,S00398,4,ct,14,56
P037,C006353,T033754,I00118,S0073,10,ct,42,420
P007,C007546,T00116,I00084,S00237,1,bottles,18,18
P039,C000649,T015673,I00159,S00680,3,bags,17,51
P035,C000064,T067895,I00062,S0010,11,cans,37,407
P033,C007479,T021772,I00234,S00395,8,ct,13,104
P018,C002211,T076441,I00123,S00215,8,ct,45,360
P012,C000864,T037932,I00231,S00385,8,pk,16,128
P002,C004445,T067763,I00001,S00517,11,cans,11.5,126.5
P001,C000680,T02165,I00169,S00588,1,ct,17,17
P006,C002351,T066002,I00022,S00540,7,cans,16.25,113.75
P028,C008144,T048283,I00044,S00518,11,cans,8,88
P028,C004080,T082676,I00134,S00607,4,ct,16,64
P027,C004299,T075495,I00189,S00347,8,ct.,13,104
P039,C000734,T00555,I00210,S00333,10,ct,15,150
P036,C004300,T084033,I00210,S00335,3,ct,15,45
P022,C001687,T027531,I00037,S0014,6,cans,16,96
P037,C008194,T02834,I00090,S00340,6,bottles,9,54
P031,C000398,T026330,I00259,S00212,2,pack,26,52
P016,C004311,T084638,I00087,S0001,1,bottles,15,15
P023,C002301,T068995,I00017,S00426,4,cans,6.75,27
P004,C000763,T020325,I00055,S00717,10,cans,40,400
P013,C001504,T093617,I00007,S00347,3,cans,6.75,20.25
P023,C002590,T061069,I00201,S00318,9,bars,23,207
P022,C005529,T076641,I00247,S00508,3,oz,15,45
P011,C001131,T022200,I00150,S00173,10,bags,16,160
P018,C006281,T093811,I00046,S00469,4,cans,8,32
P035,C007915,T067921,I00152,S00220,6,bags,15,90
P028,C005904,T059522,I00091,S00291,1,bottles,7.5,7.5
P006,C003063,T04172,I00185,S00645,6,ct,14,84
P007,C008364,T058511,I00092,S00621,5,bottles,10,50
P008,C006021,T097266,I00041,S0005,11,bottles,23,253
P031,C005805,T011772,I00223,S00406,7,ct,13.5,94.5
P035,C005606,T063852,I00120,S00680,11,ct,9,99
P029,C002904,T025908,I00172,S00576,4,oz,19,76
P029,C006275,T092015,I00028,S00278,4,cans,6.75,27
P038,C005224,T070747,I00155,S00417,11,bags,17,187
P031,C008909,T022226,I00194,S00233,2,bars,23,46
P027,C002042,T046083,I00152,S00340,2,bags,15,30
P004,C001589,T058740,I00074,S00127,8,bottles,20,160
P014,C004144,T052615,I00186,S00423,11,ct,13,143
P011,C005152,T076211,I00092,S00586,3,bottles,10,30
P018,C008767,T028999,I00194,S00505,11,bars,23,253
P029,C005658,T045939,I00229,S00661,10,ct,13,130
P024,C005765,T045777,I00133,S0022,8,ct,15,120
P030,C004087,T059389,I00064,S00574,4,cans,40,160
P035,C000288,T052754,I00229,S0008,9,ct,13,117
P011,C002157,T015535,I00059,S00492,7,bottles,22,154
P036,C007743,T025182,I00230,S00474,3,pk,15,45
P012,C001322,T061117,I00039,S00476,7,bottles,26,182
P013,C003910,T026918,I00067,S00154,2,bottles,8,16
P024,C005844,T093641,I00257,S00356,11,ct,21,231
P015,C004509,T044638,I00054,S00609,11,cans,40,440
P007,C008329,T062581,I00041,S00504,7,bottles,23,161
P018,C001972,T018286,I00123,S00349,10,ct,45,450
P012,C000797,T063372,I00166,S00303,6,bags,17,102
P024,C000192,T067254,I00051,S00398,11,cans,23,253
P003,C006376,T085461,I00071,S00597,10,bottles,17.5,175
P020,C001486,T057007,I00214,S00625,7,oz,19.5,136.5
P019,C004772,T06076,I00118,S00698,11,ct,42,462
P038,C000576,T043602,I00240,S00688,3,ct,14,42
P023,C005371,T074545,I00134,S00561,2,ct,16,32
P024,C002145,T074237,I00126,S00504,4,ct,25,100
P026,C004722,T079680,I00022,S00161,10,cans,16.25,162.5
P034,C002758,T082028,I00170,S00255,2,ct.,15,30
P037,C005388,T042176,I00239,S00154,5,pk,14,70
P015,C002777,T061236,I00046,S00206,3,cans,8,24
P018,C002130,T098487,I00043,S00164,10,bottles,24,240
P020,C005852,T056618,I00126,S0039,11,ct,25,275
P023,C000446,T096623,I00160,S00528,2,bags,17,34
P015,C004646,T092922,I00183,S00660,4,ct,35,140
P014,C008093,T01788,I00018,S00403,3,cans,6.75,20.25
P007,C008676,T066903,I00236,S0073,6,tins,12,72
P018,C003891,T08482,I00182,S00605,9,oz,15,135
P022,C004168,T081448,I00031,S00584,9,cans,16,144
P016,C002687,T029288,I00072,S00610,11,bottles,20,220
P014,C007461,T035375,I00062,S00372,8,cans,37,296
P031,C005408,T022680,I00007,S00480,10,cans,6.75,67.5
P032,C001583,T050106,I00011,S00649,6,cans,6.75,40.5
P025,C003665,T053672,I00150,S00407,2,bags,16,32
P002,C008317,T020243,I00216,S00325,2,ct,16.5,33
P020,C005695,T03343,I00036,S00500,1,cans,16,16
P039,C007290,T021152,I00187,S00585,5,ct.,13,65
P019,C002123,T084590,I00009,S00302,11,cans,16.25,178.75
P016,C001607,T085797,I00202,S00283,9,ct.,12,108
P005,C002281,T014026,I00247,S0065,7,oz,15,105
P009,C005591,T068054,I00071,S00227,8,bottles,17.5,140
P032,C003195,T053044,I00109,S00688,1,oz,17,17
P036,C002852,T08158,I00070,S00233,3,bottles,17.5,52.5
P008,C003435,T033953,I00162,S00430,1,Bags,16,16
P024,C007746,T012318,I00195,S00634,5,ct,12.5,62.5
P013,C001683,T019984,I00133,S00489,10,ct,15,150
P014,C007262,T017756,I00100,S00359,6,oz.,10,60
P010,C004157,T072975,I00251,S00710,2,oz,13,26
P024,C000298,T07679,I00161,S0027,2,Bags,17,34
P035,C008314,T072813,I00260,S00659,10,ct,15,150
P025,C008806,T087593,I00233,S00522,7,ct,12,84
P039,C002930,T053529,I00071,S00187,7,bottles,17.5,122.5
P017,C002975,T01548,I00190,S00711,7,ct,16,112
P024,C004855,T053610,I00228,S00416,8,pk,14,112
P020,C000245,T020934,I00217,S00329,10,oz,20.5,205
P016,C005216,T086009,I00003,S0038,10,cans,6.75,67.5
P003,C003250,T02723,I00062,S00723,1,cans,37,37
P004,C009136,T087460,I00107,S00632,8,oz,20,160
P004,C005493,T089450,I00042,S0073,5,bottles,28,140
P029,C003253,T074236,I00250,S00448,7,pack,19.5,136.5
P032,C001111,T014426,I00128,S00157,6,pk,16,96
P001,C003251,T078091,I00134,S00449,8,ct,16,128
P031,C006442,T066081,I00035,S00202,2,cans,16,32
P028,C002425,T021403,I00093,S00413,8,bottles,13,104
P018,C002048,T099974,I00196,S00652,8,ct,16,128
P039,C002994,T097691,I00016,S00627,9,cans,16.25,146.25
P022,C000231,T014402,I00159,S00538,6,bags,17,102
P014,C004486,T027749,I00203,S00156,1,ct,18,18
P034,C004640,T093530,I00086,S00266,3,cans,18,54
P011,C008950,T07496,I00135,S00445,6,ct.,14,84
P017,C004393,T018363,I00067,S00437,2,bottles,8,16
P031,C001133,T034225,I00230,S00363,11,pk,15,165
P007,C008651,T062804,I00021,S00687,5,cans,6.75,33.75
P013,C007662,T040302,I00162,S00577,11,Bags,16,176
P007,C007792,T00441,I00232,S00626,1,ct,12,12
P014,C001590,T065337,I00119,S0026,6,ct,53,318
P017,C003517,T010019,I00257,S00146,1,ct,21,21
P002,C001884,T098581,I00109,S00232,8,oz,17,136
P014,C002239,T03237,I00194,S00128,2,bars,23,46
P004,C000918,T080776,I00069,S00504,6,bottles,17.5,105
P038,C003577,T075197,I00230,S00675,7,pk,15,105
P013,C006856,T032062,I00087,S00104,2,bottles,15,30
P013,C009162,T024426,I00235,S00145,10,ct,14,140
P020,C005112,T070552,I00202,S00313,3,ct.,12,36
P026,C005075,T074558,I00009,S00702,1,cans,16.25,16.25
P015,C001827,T041331,I00257,S00382,8,ct,21,168
P002,C004473,T02987,I00161,S00156,5,Bags,17,85
P019,C005208,T058854,I00030,S00354,3,cans,16,48
P013,C006131,T081434,I00245,S00191,3,rolls,26,78
P020,C002309,T033879,I00023,S00556,11,cans,6.75,74.25
P023,C008560,T073906,I00181,S0041,6,ct,26,156
P023,C005699,T077282,I00037,S0064,4,cans,16,64
P013,C000038,T06478,I00013,S00479,2,cans,6.75,13.5
P025,C000135,T078945,I00179,S00271,6,ct,19,114
P015,C008416,T099143,I00114,S00513,5,ct,44,220
P030,C000095,T052799,I00257,S00716,4,ct,21,84
P008,C006851,T095698,I00022,S00344,6,cans,16.25,97.5
P022,C003968,T074726,I00155,S00355,4,bags,17,68
P039,C004274,T088995,I00147,S00632,9,ct,15,135
P004,C008915,T042380,I00049,S00385,2,cans,8,16
P011,C001500,T065927,I00035,S00608,8,cans,16,128
P023,C003938,T014969,I00009,S00605,8,cans,16.25,130
P038,C005279,T09274,I00067,S00260,10,bottles,8,80
P005,C002363,T022377,I00223,S00365,2,ct,13.5,27
P021,C002023,T050836,I00013,S00460,11,cans,6.75,74.25
P033,C006916,T010590,I00153,S00169,8,bags,15,120
P001,C002967,T088319,I00094,S00621,1,bottles,11,11
P008,C008625,T07385,I00145,S00372,7,ct,17,119
P026,C004715,T034365,I00102,S00152,6,tubs,16,96
P031,C005952,T091450,I00262,S00669,5,ct,14,70
P024,C000318,T037135,I00176,S00117,9,ct,19,171
P020,C002789,T078198,I00170,S00178,1,ct.,15,15
P038,C002272,T037501,I00235,S00634,3,ct,14,42
P025,C001846,T018121,I00248,S00137,3,rolls,26,78
P025,C008613,T037721,I00041,S00215,6,bottles,23,138
P029,C007028,T06309,I00123,S00338,6,ct,45,270
P001,C004965,T072629,I00125,S00607,11,ct,15,165
P037,C000145,T017894,I00062,S00129,3,cans,37,111
P035,C008250,T066318,I00118,S00553,1,ct,42,42
P021,C006677,T089189,I00056,S00508,1,bottles,24,24
P038,C002488,T064527,I00260,S00109,8,ct,15,120
P007,C005663,T096021,I00040,S00198,2,bottles,22,44
P028,C004462,T024105,I00204,S00524,5,ct,17,85
P037,C002372,T021899,I00119,S00294,3,ct,53,159
P016,C008069,T067704,I00177,S00222,6,ct,35,210
P011,C003022,T064035,I00183,S00448,6,ct,35,210
P001,C002918,T093206,I00104,S00199,7,ct,14,98
P025,C007244,T045934,I00260,S00229,2,ct,15,30
P024,C003746,T041564,I00072,S00254,7,bottles,20,140
P007,C007779,T019704,I00170,S00209,9,ct.,15,135
P031,C005444,T040177,I00262,S00392,11,ct,14,154
P036,C008126,T056139,I00229,S00157,2,ct,13,26
P004,C003315,T047448,I00184,S00569,6,ct,12,72
P026,C001032,T078294,I00050,S00523,5,cans,8,40
P001,C003234,T057409,I00110,S00130,6,oz,22.5,135
P020,C007361,T031538,I00183,S0049,1,ct,35,35
P002,C008145,T04173,I00014,S00590,3,cans,6.75,20.25
P023,C002381,T042484,I00181,S00340,1,ct,26,26
P010,C006057,T010542,I00005,S00616,5,cans,6.75,33.75
P004,C006133,T096501,I00077,S00196,2,cans,6.75,13.5
P024,C006545,T092109,I00013,S00624,10,cans,6.75,67.5
P017,C002955,T032579,I00258,S00244,7,pk,21,147
P015,C008501,T01895,I00127,S00411,6,pk,12.5,75
P037,C007854,T087768,I00247,S00186,2,oz,15,30
P008,C003271,T065679,I00191,S00568,3,bars,24,72
P002,C003358,T056765,I00264,S0015,1,Ct,15,15
P018,C007578,T095763,I00164,S00689,5,ct,16,80
P003,C007574,T064027,I00039,S00523,4,bottles,26,104
P011,C003609,T036927,I00231,S00439,9,pk,16,144
P026,C008960,T063343,I00164,S00709,1,ct,16,16
P022,C000046,T036911,I00124,S00527,6,ct,15,90
P037,C001125,T050462,I00094,S00362,6,bottles,11,66
P037,C008022,T056552,I00204,S0092,9,ct,17,153
P010,C003474,T027590,I00016,S00540,3,cans,16.25,48.75
P028,C009017,T062667,I00030,S0051,2,cans,16,32
P024,C006624,T054221,I00096,S00498,3,bottles,20,60
P039,C006472,T027757,I00126,S00229,9,ct,25,225
P030,C007703,T045542,I00229,S00196,10,ct,13,130
P028,C000740,T031386,I00045,S00571,6,cans,8,48
P038,C001341,T01672,I00091,S00463,1,bottles,7.5,7.5
P007,C004536,T015642,I00151,S0046,8,bags,17,136
P028,C007106,T060894,I00031,S00674,2,cans,16,32
P038,C001554,T027493,I00027,S00443,1,cans,16.25,16.25
P037,C004855,T022268,I00112,S00495,11,ct.,14,154
P038,C006637,T087401,I00004,S00180,3,cans,6.75,20.25
P015,C009026,T051740,I00146,S00441,4,ct,21,84
P034,C008786,T088029,I00215,S00216,8,ct.,14,112
P025,C001636,T059110,I00237,S00687,5,ct,16,80
P008,C006568,T044969,I00088,S00311,5,bottles,17,85
P002,C007311,T016032,I00242,S00291,6,pk,12,72
P033,C000994,T057633,I00136,S00231,10,ct,19.5,195
P004,C007058,T067101,I00204,S00460,11,ct,17,187
P014,C003280,T045880,I00138,S00482,1,ct,32,32
P015,C007424,T034988,I00252,S00679,2,ct,11,22
P002,C006870,T079337,I00175,S00466,1,oz,19,19
P037,C007965,T084726,I00043,S00695,2,bottles,24,48
P022,C005060,T060289,I00017,S00605,10,cans,6.75,67.5
P039,C000315,T028611,I00250,S00131,2,pack,19.5,39
P031,C001751,T05547,I00205,S00660,10,ct,16,160
P002,C008624,T04311,I00135,S00485,6,ct.,14,84
P027,C003523,T092617,I00231,S00447,8,pk,16,128
P009,C001253,T014111,I00204,S00263,9,ct,17,153
